ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.55
ソフトウェア, "Ver1.31"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,100ms
測定点数,360533      
トリガ点,0           
開始時刻,2024-05-23,09:12:59
終了時刻,2024-05-23,19:13:55
トリガ時刻,2024-05-23,09:13:02
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,100V,,Off,50.000000,-50.000000,V
CH2,CH 2,M,DC,100V,,Off,50.000000,-50.000000,V
CH3,CH 3,M,DC,100V,,Off,50.000000,-50.000000,V
CH4,CH 4,M,DC,100V,,Off,50.000000,-50.000000,V
CH5,CH 5,M,DC,100V,,Off,50.000000,-50.000000,V
CH6,CH 6,M,DC,100V,,Off,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,Off,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,Off,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,Off,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,Off,50.000000,-50.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
NO.,Time,ms,V,V,V,V,V,V,V,V,V,V,A1234567890,A123456789
7181,2024-05-23 09:25:00,000,+0.12,-0.09,+0.01,-0.07,-0.03,-0.01,-0.01,+0.01,-0.10,+0.17,LLLLLLLLLL,LLLLLLLLL
7182,2024-05-23 09:25:00,100,+0.12,-0.08,+0.01,-0.07,-0.03,-0.01,+0.01,+0.00,-0.10,+0.17,LLLLLLLLLL,LLLLLLLLL
7183,2024-05-23 09:25:00,200,+0.12,-0.09,+0.01,-0.07,-0.02,-0.01,+0.00,+0.00,-0.09,+0.16,LLLLLLLLLL,LLLLLLLLL
7184,2024-05-23 09:25:00,300,+0.12,-0.09,+0.01,-0.07,-0.03,+0.00,+0.00,+0.00,-0.09,+0.16,LLLLLLLLLL,LLLLLLLLL
7185,2024-05-23 09:25:00,400,+0.12,-0.09,+0.01,-0.07,-0.03,-0.01,+0.00,+0.00,-0.09,+0.15,LLLLLLLLLL,LLLLLLLLL
7186,2024-05-23 09:25:00,500,+0.12,-0.09,+0.01,-0.07,-0.02,-0.01,+0.00,+0.01,-0.09,+0.15,LLLLLLLLLL,LLLLLLLLL
7187,2024-05-23 09:25:00,600,+0.12,-0.09,+0.01,-0.07,-0.03,-0.01,+0.00,+0.01,-0.08,+0.15,LLLLLLLLLL,LLLLLLLLL
7188,2024-05-23 09:25:00,700,+0.12,-0.09,+0.01,-0.07,-0.02,-0.01,+0.01,+0.01,-0.07,+0.15,LLLLLLLLLL,LLLLLLLLL
7189,2024-05-23 09:25:00,800,+0.12,-0.09,+0.01,-0.07,-0.02,-0.01,+0.00,+0.01,-0.07,+0.15,LLLLLLLLLL,LLLLLLLLL
7190,2024-05-23 09:25:00,900,+0.12,-0.09,+0.01,-0.07,-0.02,+0.00,+0.01,+0.01,-0.07,+0.15,LLLLLLLLLL,LLLLLLLLL
7191,2024-05-23 09:25:01,000,+0.12,-0.09,+0.01,-0.06,-0.03,-0.01,+0.00,+0.01,-0.07,+0.15,LLLLLLLLLL,LLLLLLLLL
7192,2024-05-23 09:25:01,100,+0.12,-0.09,+0.01,-0.06,-0.02,-0.01,+0.00,+0.01,-0.06,+0.15,LLLLLLLLLL,LLLLLLLLL
7193,2024-05-23 09:25:01,200,+0.12,-0.09,+0.01,-0.06,-0.02,-0.01,+0.00,+0.01,-0.06,+0.15,LLLLLLLLLL,LLLLLLLLL
7194,2024-05-23 09:25:01,300,+0.12,-0.08,+0.01,-0.06,-0.02,-0.01,+0.00,+0.01,-0.05,+0.15,LLLLLLLLLL,LLLLLLLLL
7195,2024-05-23 09:25:01,400,+0.12,-0.09,+0.01,-0.05,-0.03,-0.01,+0.00,+0.01,-0.05,+0.14,LLLLLLLLLL,LLLLLLLLL
7196,2024-05-23 09:25:01,500,+0.12,-0.09,+0.01,-0.05,-0.02,-0.01,-0.01,+0.01,-0.05,+0.14,LLLLLLLLLL,LLLLLLLLL
7197,2024-05-23 09:25:01,600,+0.12,-0.09,+0.01,-0.05,-0.02,-0.01,+0.00,+0.01,-0.04,+0.14,LLLLLLLLLL,LLLLLLLLL
7198,2024-05-23 09:25:01,700,+0.12,-0.09,+0.01,-0.06,-0.02,-0.01,+0.00,+0.01,-0.04,+0.14,LLLLLLLLLL,LLLLLLLLL
7199,2024-05-23 09:25:01,800,+0.12,-0.09,+0.01,-0.05,-0.03,-0.01,+0.00,+0.00,-0.04,+0.14,LLLLLLLLLL,LLLLLLLLL
7200,2024-05-23 09:25:01,900,+0.12,-0.09,+0.01,-0.04,-0.02,-0.01,+0.00,+0.01,-0.04,+0.13,LLLLLLLLLL,LLLLLLLLL
7201,2024-05-23 09:25:02,000,+0.12,-0.09,+0.01,-0.04,-0.03,-0.01,+0.00,+0.01,-0.03,+0.14,LLLLLLLLLL,LLLLLLLLL
7202,2024-05-23 09:25:02,100,+0.12,-0.09,+0.01,-0.04,-0.02,-0.01,+0.01,+0.00,-0.03,+0.13,LLLLLLLLLL,LLLLLLLLL
7203,2024-05-23 09:25:02,200,+0.12,-0.09,+0.01,-0.04,-0.02,-0.01,+0.00,+0.01,-0.02,+0.13,LLLLLLLLLL,LLLLLLLLL
7204,2024-05-23 09:25:02,300,+0.12,-0.08,+0.01,-0.04,-0.03,-0.01,-0.01,+0.01,-0.02,+0.13,LLLLLLLLLL,LLLLLLLLL
7205,2024-05-23 09:25:02,400,+0.12,-0.09,+0.01,-0.04,-0.03,-0.01,+0.01,+0.01,-0.01,+0.13,LLLLLLLLLL,LLLLLLLLL
7206,2024-05-23 09:25:02,500,+0.12,-0.09,+0.01,-0.04,-0.02,-0.01,+0.00,+0.01,-0.01,+0.12,LLLLLLLLLL,LLLLLLLLL
7207,2024-05-23 09:25:02,600,+0.12,-0.09,+0.01,-0.04,-0.03,-0.01,+0.00,+0.01,+0.01,+0.12,LLLLLLLLLL,LLLLLLLLL
7208,2024-05-23 09:25:02,700,+0.12,-0.09,+0.01,-0.03,-0.02,-0.01,+0.01,+0.01,+0.01,+0.12,LLLLLLLLLL,LLLLLLLLL
7209,2024-05-23 09:25:02,800,+0.12,-0.09,+0.01,-0.03,-0.02,-0.01,+0.00,+0.01,+0.01,+0.12,LLLLLLLLLL,LLLLLLLLL
7210,2024-05-23 09:25:02,900,+0.12,-0.09,+0.01,-0.03,-0.02,+0.00,+0.00,+0.01,+0.01,+0.11,LLLLLLLLLL,LLLLLLLLL
7211,2024-05-23 09:25:03,000,+0.12,-0.09,+0.01,-0.02,-0.02,-0.01,+0.00,+0.01,+0.01,+0.12,LLLLLLLLLL,LLLLLLLLL
7212,2024-05-23 09:25:03,100,+0.12,-0.09,+0.01,-0.02,-0.02,-0.01,+0.00,+0.01,+0.03,+0.11,LLLLLLLLLL,LLLLLLLLL
7213,2024-05-23 09:25:03,200,+0.12,-0.09,+0.01,-0.02,-0.02,-0.01,-0.01,+0.01,+0.04,+0.11,LLLLLLLLLL,LLLLLLLLL
7214,2024-05-23 09:25:03,300,+0.12,-0.09,+0.01,-0.01,-0.03,-0.01,+0.01,+0.01,+0.04,+0.10,LLLLLLLLLL,LLLLLLLLL
7215,2024-05-23 09:25:03,400,+0.12,-0.09,+0.01,-0.02,-0.03,-0.01,+0.00,+0.01,+0.04,+0.10,LLLLLLLLLL,LLLLLLLLL
7216,2024-05-23 09:25:03,500,+0.12,-0.09,+0.01,-0.01,-0.02,-0.01,-0.01,+0.00,+0.04,+0.10,LLLLLLLLLL,LLLLLLLLL
7217,2024-05-23 09:25:03,600,+0.12,-0.09,+0.01,-0.01,-0.03,-0.01,-0.01,+0.01,+0.06,+0.10,LLLLLLLLLL,LLLLLLLLL
7218,2024-05-23 09:25:03,700,+0.12,-0.09,+0.01,+0.00,-0.03,-0.01,+0.00,+0.01,+0.06,+0.10,LLLLLLLLLL,LLLLLLLLL
7219,2024-05-23 09:25:03,800,+0.12,-0.09,+0.01,+0.01,-0.02,-0.01,+0.01,+0.01,+0.07,+0.10,LLLLLLLLLL,LLLLLLLLL
7220,2024-05-23 09:25:03,900,+0.12,-0.09,+0.01,+0.01,-0.02,-0.01,-0.01,+0.01,+0.07,+0.10,LLLLLLLLLL,LLLLLLLLL
7221,2024-05-23 09:25:04,000,+0.12,-0.09,+0.01,+0.01,-0.02,-0.01,+0.00,+0.01,+0.07,+0.09,LLLLLLLLLL,LLLLLLLLL
7222,2024-05-23 09:25:04,100,+0.12,-0.09,+0.01,+0.01,-0.03,-0.01,-0.01,+0.01,+0.09,+0.09,LLLLLLLLLL,LLLLLLLLL
7223,2024-05-23 09:25:04,200,+0.12,-0.09,+0.01,+0.01,-0.03,-0.01,+0.00,+0.00,+0.10,+0.09,LLLLLLLLLL,LLLLLLLLL
7224,2024-05-23 09:25:04,300,+0.12,-0.09,+0.01,+0.01,-0.03,-0.01,+0.00,+0.01,+0.10,+0.09,LLLLLLLLLL,LLLLLLLLL
7225,2024-05-23 09:25:04,400,+0.12,-0.09,+0.01,+0.01,-0.02,-0.01,+0.00,+0.01,+0.10,+0.08,LLLLLLLLLL,LLLLLLLLL
7226,2024-05-23 09:25:04,500,+0.12,-0.09,+0.01,+0.01,-0.02,-0.01,+0.01,+0.01,+0.11,+0.07,LLLLLLLLLL,LLLLLLLLL
7227,2024-05-23 09:25:04,600,+0.12,-0.09,+0.01,+0.03,-0.02,-0.01,-0.01,+0.00,+0.12,+0.07,LLLLLLLLLL,LLLLLLLLL
7228,2024-05-23 09:25:04,700,+0.12,-0.09,+0.01,+0.02,-0.03,-0.01,+0.00,+0.00,+0.12,+0.07,LLLLLLLLLL,LLLLLLLLL
7229,2024-05-23 09:25:04,800,+0.12,-0.09,+0.01,+0.03,-0.02,-0.01,+0.01,+0.01,+0.13,+0.07,LLLLLLLLLL,LLLLLLLLL
7230,2024-05-23 09:25:04,900,+0.12,-0.09,+0.01,+0.03,-0.02,-0.01,+0.00,+0.01,+0.14,+0.07,LLLLLLLLLL,LLLLLLLLL
7231,2024-05-23 09:25:05,000,+0.12,-0.09,+0.01,+0.04,-0.03,-0.01,+0.00,+0.01,+0.13,+0.07,LLLLLLLLLL,LLLLLLLLL
7232,2024-05-23 09:25:05,100,+0.12,-0.09,+0.01,+0.04,-0.02,-0.01,+0.00,+0.01,+0.14,+0.07,LLLLLLLLLL,LLLLLLLLL
7233,2024-05-23 09:25:05,200,+0.12,-0.09,+0.01,+0.04,-0.02,-0.01,+0.01,+0.00,+0.15,+0.07,LLLLLLLLLL,LLLLLLLLL
7234,2024-05-23 09:25:05,300,+0.12,-0.09,+0.01,+0.04,-0.02,-0.01,+0.00,+0.01,+0.16,+0.07,LLLLLLLLLL,LLLLLLLLL
7235,2024-05-23 09:25:05,400,+0.12,-0.09,+0.01,+0.04,-0.02,-0.01,+0.00,+0.01,+0.17,+0.06,LLLLLLLLLL,LLLLLLLLL
7236,2024-05-23 09:25:05,500,+0.12,-0.09,+0.01,+0.04,-0.02,-0.01,+0.01,+0.01,+0.17,+0.06,LLLLLLLLLL,LLLLLLLLL
7237,2024-05-23 09:25:05,600,+0.12,-0.09,+0.01,+0.05,-0.02,-0.01,+0.00,+0.01,+0.18,+0.06,LLLLLLLLLL,LLLLLLLLL
7238,2024-05-23 09:25:05,700,+0.12,-0.09,+0.01,+0.05,-0.03,-0.01,-0.01,+0.01,+0.18,+0.06,LLLLLLLLLL,LLLLLLLLL
7239,2024-05-23 09:25:05,800,+0.12,-0.09,+0.01,+0.05,-0.03,-0.01,+0.00,+0.01,+0.19,+0.06,LLLLLLLLLL,LLLLLLLLL
7240,2024-05-23 09:25:05,900,+0.12,-0.09,+0.01,+0.06,-0.02,-0.01,+0.00,+0.01,+0.20,+0.05,LLLLLLLLLL,LLLLLLLLL
7241,2024-05-23 09:25:06,000,+0.12,-0.09,+0.01,+0.06,-0.02,-0.01,+0.00,+0.00,+0.20,+0.05,LLLLLLLLLL,LLLLLLLLL
7242,2024-05-23 09:25:06,100,+0.12,-0.09,+0.01,+0.06,-0.02,-0.01,-0.01,+0.01,+0.21,+0.05,LLLLLLLLLL,LLLLLLLLL
7243,2024-05-23 09:25:06,200,+0.12,-0.09,+0.01,+0.07,-0.02,-0.01,+0.00,+0.01,+0.21,+0.05,LLLLLLLLLL,LLLLLLLLL
7244,2024-05-23 09:25:06,300,+0.12,-0.09,+0.01,+0.07,-0.02,-0.01,-0.01,+0.01,+0.23,+0.04,LLLLLLLLLL,LLLLLLLLL
7245,2024-05-23 09:25:06,400,+0.12,-0.09,+0.01,+0.07,-0.02,-0.01,+0.00,+0.01,+0.23,+0.04,LLLLLLLLLL,LLLLLLLLL
7246,2024-05-23 09:25:06,500,+0.12,-0.09,+0.01,+0.07,-0.03,-0.01,+0.00,+0.01,+0.24,+0.04,LLLLLLLLLL,LLLLLLLLL
7247,2024-05-23 09:25:06,600,+0.12,-0.09,+0.01,+0.07,-0.03,-0.01,+0.00,+0.01,+0.24,+0.04,LLLLLLLLLL,LLLLLLLLL
7248,2024-05-23 09:25:06,700,+0.12,-0.09,+0.01,+0.07,-0.02,-0.01,+0.00,+0.01,+0.24,+0.04,LLLLLLLLLL,LLLLLLLLL
7249,2024-05-23 09:25:06,800,+0.12,-0.09,+0.01,+0.08,-0.03,-0.01,+0.00,+0.01,+0.25,+0.04,LLLLLLLLLL,LLLLLLLLL
7250,2024-05-23 09:25:06,900,+0.12,-0.09,+0.01,+0.08,-0.02,-0.01,+0.00,+0.01,+0.26,+0.04,LLLLLLLLLL,LLLLLLLLL
7251,2024-05-23 09:25:07,000,+0.12,-0.09,+0.01,+0.08,-0.03,-0.01,+0.00,+0.01,+0.27,+0.03,LLLLLLLLLL,LLLLLLLLL
7252,2024-05-23 09:25:07,100,+0.12,-0.08,+0.01,+0.09,-0.02,-0.01,+0.01,+0.01,+0.27,+0.03,LLLLLLLLLL,LLLLLLLLL
7253,2024-05-23 09:25:07,200,+0.12,-0.09,+0.01,+0.09,-0.02,-0.01,+0.00,+0.01,+0.27,+0.04,LLLLLLLLLL,LLLLLLLLL
7254,2024-05-23 09:25:07,300,+0.12,-0.09,+0.01,+0.09,-0.03,-0.01,+0.00,+0.01,+0.28,+0.03,LLLLLLLLLL,LLLLLLLLL
7255,2024-05-23 09:25:07,400,+0.12,-0.09,+0.01,+0.10,-0.03,-0.01,+0.00,+0.01,+0.29,+0.03,LLLLLLLLLL,LLLLLLLLL
7256,2024-05-23 09:25:07,500,+0.12,-0.09,+0.01,+0.10,-0.02,-0.01,+0.00,+0.01,+0.29,+0.03,LLLLLLLLLL,LLLLLLLLL
7257,2024-05-23 09:25:07,600,+0.12,-0.09,+0.01,+0.10,-0.02,-0.01,+0.01,+0.00,+0.30,+0.03,LLLLLLLLLL,LLLLLLLLL
7258,2024-05-23 09:25:07,700,+0.12,-0.09,+0.01,+0.10,-0.03,-0.01,+0.01,+0.01,+0.30,+0.03,LLLLLLLLLL,LLLLLLLLL
7259,2024-05-23 09:25:07,800,+0.12,-0.09,+0.01,+0.10,-0.02,-0.01,+0.00,+0.01,+0.30,+0.03,LLLLLLLLLL,LLLLLLLLL
7260,2024-05-23 09:25:07,900,+0.12,-0.08,+0.01,+0.10,-0.02,-0.01,-0.01,+0.01,+0.30,+0.02,LLLLLLLLLL,LLLLLLLLL
7261,2024-05-23 09:25:08,000,+0.12,-0.09,+0.01,+0.10,-0.02,-0.02,-0.01,+0.01,+0.31,+0.02,LLLLLLLLLL,LLLLLLLLL
7262,2024-05-23 09:25:08,100,+0.12,-0.09,+0.01,+0.10,-0.03,-0.01,+0.00,+0.01,+0.32,+0.03,LLLLLLLLLL,LLLLLLLLL
7263,2024-05-23 09:25:08,200,+0.12,-0.08,+0.01,+0.11,-0.03,-0.01,+0.00,+0.01,+0.33,+0.01,LLLLLLLLLL,LLLLLLLLL
7264,2024-05-23 09:25:08,300,+0.12,-0.09,+0.01,+0.11,-0.02,-0.01,+0.00,+0.01,+0.33,+0.02,LLLLLLLLLL,LLLLLLLLL
7265,2024-05-23 09:25:08,400,+0.12,-0.09,+0.01,+0.11,-0.02,-0.01,-0.01,+0.01,+0.33,+0.01,LLLLLLLLLL,LLLLLLLLL
7266,2024-05-23 09:25:08,500,+0.12,-0.09,+0.01,+0.11,-0.02,-0.01,-0.01,+0.01,+0.33,+0.01,LLLLLLLLLL,LLLLLLLLL
7267,2024-05-23 09:25:08,600,+0.12,-0.09,+0.01,+0.12,-0.02,-0.01,-0.01,+0.01,+0.34,+0.01,LLLLLLLLLL,LLLLLLLLL
7268,2024-05-23 09:25:08,700,+0.12,-0.09,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.34,+0.01,LLLLLLLLLL,LLLLLLLLL
7269,2024-05-23 09:25:08,800,+0.11,-0.08,+0.01,+0.12,-0.02,-0.01,+0.01,+0.00,+0.34,+0.01,LLLLLLLLLL,LLLLLLLLL
7270,2024-05-23 09:25:08,900,+0.12,-0.09,+0.01,+0.12,-0.03,-0.01,+0.00,+0.01,+0.34,+0.01,LLLLLLLLLL,LLLLLLLLL
7271,2024-05-23 09:25:09,000,+0.12,-0.08,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.35,+0.01,LLLLLLLLLL,LLLLLLLLL
7272,2024-05-23 09:25:09,100,+0.12,-0.08,+0.01,+0.12,-0.03,-0.01,+0.00,+0.01,+0.35,+0.01,LLLLLLLLLL,LLLLLLLLL
7273,2024-05-23 09:25:09,200,+0.12,-0.08,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.35,+0.01,LLLLLLLLLL,LLLLLLLLL
7274,2024-05-23 09:25:09,300,+0.12,-0.09,+0.01,+0.13,-0.02,-0.01,+0.00,+0.01,+0.35,+0.01,LLLLLLLLLL,LLLLLLLLL
7275,2024-05-23 09:25:09,400,+0.12,-0.09,+0.01,+0.13,-0.02,-0.01,+0.00,+0.01,+0.36,+0.01,LLLLLLLLLL,LLLLLLLLL
7276,2024-05-23 09:25:09,500,+0.12,-0.09,+0.01,+0.13,-0.02,-0.01,+0.00,+0.00,+0.36,+0.01,LLLLLLLLLL,LLLLLLLLL
7277,2024-05-23 09:25:09,600,+0.12,-0.08,+0.01,+0.13,-0.02,-0.01,-0.01,+0.01,+0.36,+0.01,LLLLLLLLLL,LLLLLLLLL
7278,2024-05-23 09:25:09,700,+0.12,-0.08,+0.01,+0.13,-0.02,-0.01,+0.00,+0.00,+0.37,+0.01,LLLLLLLLLL,LLLLLLLLL
7279,2024-05-23 09:25:09,800,+0.12,-0.09,+0.01,+0.13,-0.03,-0.01,+0.00,+0.01,+0.37,+0.01,LLLLLLLLLL,LLLLLLLLL
7280,2024-05-23 09:25:09,900,+0.12,-0.08,+0.01,+0.13,-0.02,-0.01,-0.01,+0.01,+0.37,+0.01,LLLLLLLLLL,LLLLLLLLL
7281,2024-05-23 09:25:10,000,+0.12,-0.08,+0.01,+0.14,-0.03,-0.01,+0.00,+0.01,+0.38,+0.01,LLLLLLLLLL,LLLLLLLLL
7282,2024-05-23 09:25:10,100,+0.12,-0.09,+0.01,+0.14,-0.03,-0.01,+0.00,+0.01,+0.38,+0.01,LLLLLLLLLL,LLLLLLLLL
7283,2024-05-23 09:25:10,200,+0.12,-0.08,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.38,+0.00,LLLLLLLLLL,LLLLLLLLL
7284,2024-05-23 09:25:10,300,+0.12,-0.08,+0.01,+0.14,-0.02,-0.02,+0.00,+0.01,+0.38,+0.00,LLLLLLLLLL,LLLLLLLLL
7285,2024-05-23 09:25:10,400,+0.12,-0.09,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.39,+0.00,LLLLLLLLLL,LLLLLLLLL
7286,2024-05-23 09:25:10,500,+0.12,-0.08,+0.01,+0.14,-0.02,-0.01,+0.01,+0.01,+0.39,-0.01,LLLLLLLLLL,LLLLLLLLL
7287,2024-05-23 09:25:10,600,+0.12,-0.09,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.40,-0.01,LLLLLLLLLL,LLLLLLLLL
7288,2024-05-23 09:25:10,700,+0.12,-0.08,+0.01,+0.15,-0.02,-0.01,+0.00,+0.00,+0.40,+0.00,LLLLLLLLLL,LLLLLLLLL
7289,2024-05-23 09:25:10,800,+0.12,-0.07,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.40,-0.01,LLLLLLLLLL,LLLLLLLLL
7290,2024-05-23 09:25:10,900,+0.12,-0.09,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.40,-0.01,LLLLLLLLLL,LLLLLLLLL
7291,2024-05-23 09:25:11,000,+0.12,-0.08,+0.01,+0.14,-0.02,-0.01,+0.00,+0.00,+0.40,-0.01,LLLLLLLLLL,LLLLLLLLL
7292,2024-05-23 09:25:11,100,+0.12,-0.09,+0.01,+0.15,-0.03,-0.01,+0.00,+0.01,+0.41,-0.01,LLLLLLLLLL,LLLLLLLLL
7293,2024-05-23 09:25:11,200,+0.12,-0.09,+0.01,+0.15,-0.02,-0.01,-0.01,+0.00,+0.42,-0.01,LLLLLLLLLL,LLLLLLLLL
7294,2024-05-23 09:25:11,300,+0.12,-0.08,+0.01,+0.15,-0.02,-0.01,+0.00,+0.01,+0.42,-0.01,LLLLLLLLLL,LLLLLLLLL
7295,2024-05-23 09:25:11,400,+0.12,-0.09,+0.01,+0.15,-0.03,-0.02,+0.00,+0.01,+0.41,-0.02,LLLLLLLLLL,LLLLLLLLL
7296,2024-05-23 09:25:11,500,+0.12,-0.08,+0.01,+0.15,-0.02,-0.01,+0.00,+0.01,+0.42,-0.02,LLLLLLLLLL,LLLLLLLLL
7297,2024-05-23 09:25:11,600,+0.12,-0.08,+0.01,+0.15,-0.02,-0.01,+0.00,+0.01,+0.42,-0.01,LLLLLLLLLL,LLLLLLLLL
7298,2024-05-23 09:25:11,700,+0.12,-0.08,+0.01,+0.15,-0.03,-0.01,+0.01,+0.01,+0.42,-0.02,LLLLLLLLLL,LLLLLLLLL
7299,2024-05-23 09:25:11,800,+0.12,-0.07,+0.01,+0.15,-0.02,-0.01,+0.00,+0.01,+0.42,-0.02,LLLLLLLLLL,LLLLLLLLL
7300,2024-05-23 09:25:11,900,+0.12,-0.08,+0.01,+0.16,-0.02,-0.01,+0.00,+0.01,+0.42,-0.02,LLLLLLLLLL,LLLLLLLLL
7301,2024-05-23 09:25:12,000,+0.12,-0.07,+0.01,+0.16,-0.02,-0.01,+0.00,+0.01,+0.42,-0.02,LLLLLLLLLL,LLLLLLLLL
7302,2024-05-23 09:25:12,100,+0.12,-0.08,+0.01,+0.16,-0.02,-0.02,-0.01,+0.01,+0.42,-0.02,LLLLLLLLLL,LLLLLLLLL
7303,2024-05-23 09:25:12,200,+0.12,-0.08,+0.01,+0.16,-0.03,-0.01,+0.01,+0.01,+0.43,-0.03,LLLLLLLLLL,LLLLLLLLL
7304,2024-05-23 09:25:12,300,+0.12,-0.08,+0.01,+0.17,-0.03,-0.01,+0.00,+0.01,+0.43,-0.03,LLLLLLLLLL,LLLLLLLLL
7305,2024-05-23 09:25:12,400,+0.12,-0.07,+0.01,+0.17,-0.03,-0.01,-0.01,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
7306,2024-05-23 09:25:12,500,+0.12,-0.07,+0.01,+0.17,-0.02,-0.01,+0.00,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
7307,2024-05-23 09:25:12,600,+0.12,-0.07,+0.01,+0.17,-0.02,-0.01,+0.01,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
7308,2024-05-23 09:25:12,700,+0.12,-0.07,+0.01,+0.17,-0.02,-0.01,+0.00,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
7309,2024-05-23 09:25:12,800,+0.12,-0.07,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.45,-0.04,LLLLLLLLLL,LLLLLLLLL
7310,2024-05-23 09:25:12,900,+0.12,-0.07,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.45,-0.04,LLLLLLLLLL,LLLLLLLLL
7311,2024-05-23 09:25:13,000,+0.12,-0.07,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.45,-0.04,LLLLLLLLLL,LLLLLLLLL
7312,2024-05-23 09:25:13,100,+0.12,-0.07,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
7313,2024-05-23 09:25:13,200,+0.12,-0.07,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
7314,2024-05-23 09:25:13,300,+0.12,-0.07,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.47,-0.04,LLLLLLLLLL,LLLLLLLLL
7315,2024-05-23 09:25:13,400,+0.12,-0.07,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.47,-0.04,LLLLLLLLLL,LLLLLLLLL
7316,2024-05-23 09:25:13,500,+0.12,-0.07,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.47,-0.05,LLLLLLLLLL,LLLLLLLLL
7317,2024-05-23 09:25:13,600,+0.12,-0.07,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.47,-0.05,LLLLLLLLLL,LLLLLLLLL
7318,2024-05-23 09:25:13,700,+0.12,-0.07,+0.01,+0.19,-0.02,-0.01,+0.01,+0.01,+0.47,-0.06,LLLLLLLLLL,LLLLLLLLL
7319,2024-05-23 09:25:13,800,+0.12,-0.07,+0.01,+0.19,-0.02,-0.01,+0.01,+0.01,+0.47,-0.06,LLLLLLLLLL,LLLLLLLLL
7320,2024-05-23 09:25:13,900,+0.12,-0.07,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.48,-0.06,LLLLLLLLLL,LLLLLLLLL
7321,2024-05-23 09:25:14,000,+0.12,-0.07,+0.01,+0.20,-0.03,-0.01,-0.01,+0.01,+0.48,-0.06,LLLLLLLLLL,LLLLLLLLL
7322,2024-05-23 09:25:14,100,+0.12,-0.07,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.48,-0.07,LLLLLLLLLL,LLLLLLLLL
7323,2024-05-23 09:25:14,200,+0.12,-0.07,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.48,-0.07,LLLLLLLLLL,LLLLLLLLL
7324,2024-05-23 09:25:14,300,+0.12,-0.07,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.48,-0.07,LLLLLLLLLL,LLLLLLLLL
7325,2024-05-23 09:25:14,400,+0.12,-0.07,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.48,-0.07,LLLLLLLLLL,LLLLLLLLL
7326,2024-05-23 09:25:14,500,+0.12,-0.07,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.48,-0.07,LLLLLLLLLL,LLLLLLLLL
7327,2024-05-23 09:25:14,600,+0.12,-0.07,+0.01,+0.21,-0.03,-0.01,+0.01,+0.01,+0.48,-0.08,LLLLLLLLLL,LLLLLLLLL
7328,2024-05-23 09:25:14,700,+0.12,-0.07,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.49,-0.09,LLLLLLLLLL,LLLLLLLLL
7329,2024-05-23 09:25:14,800,+0.12,-0.07,+0.01,+0.21,-0.03,+0.00,-0.01,+0.00,+0.49,-0.09,LLLLLLLLLL,LLLLLLLLL
